hogar,codigo_sexo,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,Codigo_nivel_educativo,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional,total_trabajopago,total_trabajonopago,intervalo_horasnopagas,intervalo_horaspagas,rango_etario_codigo,intervalo_horasnopagas_codigo,intervalo_horaspagas_codigo,dia_laborable_codigo
1314_1,2,Varon,52,Día laborable,10.3,0,0,0,0.8,1,2.8,9,10.3,0,0,0,0.8,1,2.8,9,Día atípico,50-64,4,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,20.6,0,0,20-24,4,1,6,1
1315_1,1,Mujer,52,Día laborable,8.6,1.9,0,0,2,2,0,9.5,8.6,1.9,0,0,2,2,0,9.5,Día atípico,50-64,4,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,17.2,3.8,1-4,15-19,4,2,5,1
1316_1,1,Mujer,52,Día laborable,4.4,0.2,3.6,0,9.1,1.5,0,9.9,4.4,0.2,1.7,0,7,1.5,0,9.3,Día atípico,50-64,1,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,8.8,0.4,0,5-9,4,1,3,1
1317_1,2,Varon,52,Día laborable,11.8,2.2,0,0,1.3,0,0,10.1,11.8,2.2,0,0,0.6,0,0,9.5,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,23.6,4.4,1-4,20-24,4,2,6,1
1318_1,1,Mujer,52,Día no laborable,0,2.6,0,0,7.5,2.2,0,12.8,0,2.6,0,0,7,2.2,0,12.3,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,5.2,5-9,0,4,3,1,2
1319_1,2,Varon,52,Día no laborable,0,1,1.9,0,1.8,8,0,13,0,0.6,1.5,0,1.4,8,0,12.6,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,1.6,1-4,0,4,2,1,2
1320_1,1,Mujer,52,Día laborable,4.2,8.8,0,0,2.8,0,0,8.8,4.2,8.8,0,0,2.5,0,0,8.5,Día atípico,50-64,4,Superior completo,Jefe,Otro,5to quintil,Ocupado,8.4,17.6,15-19,5-9,4,5,3,1
1321_1,1,Mujer,52,Día laborable,6.8,0.3,4.2,0,5,0.5,0,8.3,6.8,0.3,4.2,0,4.5,0.5,0,7.8,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,13.6,0.6,0,10-14,4,1,4,1
1322_1,1,Mujer,52,Día laborable,9.5,3,0,1,0,0,0,11,9.5,2.5,0,1,0,0,0,11,Día atípico,50-64,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,19,5.5,5-9,15-19,4,3,5,1
1323_1,2,Varon,52,Día laborable,10,2.2,0,0,5.5,0,0,9.3,10,2.2,0,0,4,0,0,7.8,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,20,4.4,1-4,15-19,4,2,5,1
1324_1,1,Mujer,52,Día no laborable,0,4.3,0,0,2.5,2,0,16,0,3.8,0,0,2.5,2,0,15.8,Día atípico,50-64,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,8.1,5-9,0,4,3,1,2
1325_1,2,Varon,52,Día laborable,9.6,0.2,0,0,3.7,0,0,11.8,9.5,0.2,0,0,3.2,0,0,11.2,Día atípico,50-64,4,Superior completo,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado,19.1,0.4,0,15-19,4,1,5,1
1326_1,1,Mujer,52,Día laborable,7.6,4.4,0,0,2.5,0,4,8,7.6,4.2,0,0,1.5,0,3.8,7,Día atípico,50-64,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,15.2,8.6,5-9,15-19,4,3,5,1
1327_1,1,Mujer,52,Día laborable,4.8,4.3,2,0,5.5,0.5,0,9.9,4.8,4.3,1,0,5,0.5,0,8.4,Día atípico,50-64,1,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,9.6,8.6,5-9,5-9,4,3,3,1
1328_1,2,Varon,52,Día laborable,7.7,0.6,0,0,6.5,0,0,11.1,7.7,0.6,0,0,5.7,0,0,10.1,Día atípico,50-64,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,15.4,1.2,1-4,15-19,4,2,5,1
1329_1,2,Varon,52,Día laborable,8.3,0.3,0,0,6.8,0,0,10,8.1,0.3,0,0,6.3,0,0,9.4,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,16.4,0.6,0,15-19,4,1,5,1
1330_1,2,Varon,52,Día no laborable,9.5,0.8,0,0,1.5,2.5,0,9.8,9.5,0.8,0,0,1.5,2.5,0,9.8,Día atípico,50-64,1,Superior completo,Jefe,Unipersonal,5to quintil,Desocupado,19,1.6,1-4,15-19,4,2,5,2
1331_1,2,Varon,52,Día laborable,5.8,5.5,0,0,1,3,0,9.7,5.8,5.5,0,0,0.5,3,0,9.2,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,11.6,11,10-14,10-14,4,4,4,1
1332_1,1,Mujer,52,Día laborable,6.3,2.3,0,0,7,2,0,7.5,6.3,2.3,0,0,6.5,2,0,7,Día atípico,50-64,1,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,12.6,4.6,1-4,10-14,4,2,4,1
1333_1,1,Mujer,52,Día laborable,7,0,0,0,5.5,1.5,0,12.5,7,0,0,0,4.3,1.5,0,11.3,Día atípico,50-64,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,14,0,0,10-14,4,1,4,1
1334_1,2,Varon,52,Día laborable,12.8,0,0,0,0.7,1.3,0.2,9.8,12.8,0,0,0,0.3,1.3,0.2,9.4,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,25.6,0,0,25-29,4,1,7,1
1335_1,2,Varon,52,Día no laborable,0,9.8,0,0,7,1.5,0,8.7,0,8.8,0,0,5.5,1.5,0,8.2,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,18.6,15-19,0,4,5,1,2
1336_1,2,Varon,53,Día laborable,12,0.3,0,0,0,2,0,9.7,12,0.3,0,0,0,2,0,9.7,Día atípico,50-64,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,24,0.6,0,20-24,4,1,6,1
1337_1,2,Varon,53,Día laborable,9.5,0,0,0,0.5,3,0,11,9.5,0,0,0,0.5,3,0,11,Día atípico,50-64,3,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,19,0,0,15-19,4,1,5,1
1337_2,2,Varon,56,Día laborable,10,0,0,0,2,1,0,11.3,9.9,0,0,0,2,1,0,11.1,Día atípico,50-64,1,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,19.9,0,0,15-19,4,1,5,1
1338_1,1,Mujer,53,Día no laborable,0,12,0,0,4,1,0,8,0,12,0,0,3.5,1,0,7.5,Día atípico,50-64,1,Secundario incompleto,Otro,Otro,5to quintil,Ocupado,0,24,20-24,0,4,6,1,2
1339_1,2,Varon,53,Día laborable,19.3,0,0,0,0,0,0,8.8,17.3,0,0,0,0,0,0,6.8,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,36.6,0,0,30-45,4,1,8,1
1340_1,2,Varon,53,Día laborable,22.5,0,0,0,1,0,0,1.5,22.5,0,0,0,0.5,0,0,1,Día atípico,50-64,1,Secundario incompleto,Jefe,Otro,5to quintil,Ocupado,45,0,0,30-45,4,1,8,1
1341_1,1,Mujer,53,Día laborable,9.9,1.5,0,0,3,1.5,0,11.5,9.9,0.8,0,0,1.5,1.5,0,10.4,Día atípico,50-64,1,Secundario completo/Superior incompleto,Conyugue o pareja,Otro,5to quintil,Ocupado,19.8,2.3,1-4,15-19,4,2,5,1
1342_1,1,Mujer,53,Día laborable,6.7,1.8,4,0,4,0.5,0,11.6,6.4,1.8,2.5,0,2,0.5,0,10.8,Día atípico,50-64,3,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,13.1,3.6,1-4,10-14,4,2,4,1
1343_1,2,Varon,53,Día laborable,12.5,0.3,0,0,0,0.5,0,10.8,12.5,0.3,0,0,0,0.5,0,10.8,Día atípico,50-64,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,25,0.6,0,20-24,4,1,6,1
1344_1,2,Varon,53,Día laborable,11.8,0,0,0,2,1,0,11.2,11.8,0,0,0,1,1,0,10.2,Día atípico,50-64,3,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado,23.6,0,0,20-24,4,1,6,1
1345_1,1,Mujer,53,Día laborable,8,1,0,0,6.8,1,0,10.5,8,1,0,0,5.1,1,0,8.9,Día atípico,50-64,3,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,16,2,1-4,15-19,4,2,5,1
1346_1,1,Mujer,53,Día laborable,11,3.8,0,0,0,2.5,0,7.7,10.5,3.8,0,0,0,2.5,0,7.2,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,21.5,7.6,5-9,20-24,4,3,6,1
1347_1,2,Varon,53,Día laborable,10.3,0.9,0,0,2,0.6,0,11.3,9.9,0.8,0,0,2,0.6,0,10.8,Día atípico,50-64,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,20.2,1.7,1-4,20-24,4,2,6,1
1348_1,2,Varon,53,Día no laborable,0,5.4,5.5,0,9.3,0,0,10.1,0,3.6,5,0,6.7,0,0,8.8,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,9,5-9,0,4,3,1,2
1349_1,2,Varon,53,Día no laborable,0,6.5,0,0,2,5,0,12.5,0,6.5,0,0,1,5,0,11.5,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado,0,13,10-14,0,4,4,1,2
1350_1,1,Mujer,53,Día no laborable,0,4.7,0,0,6,3,0,12.3,0,4.7,0,0,5,3,0,11.3,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,9.4,5-9,0,4,3,1,2
1351_1,1,Mujer,53,Día laborable,11,1.2,0,0,3.7,0,0,9.2,11,0.7,0,0,3.7,0,0,8.7,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,22,1.9,1-4,20-24,4,2,6,1
1352_1,1,Mujer,53,Día laborable,14.8,2.2,0,0,1,0,0,7.6,14.5,2.2,0,0,0.5,0,0,6.8,Día atípico,50-64,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,29.3,4.4,1-4,25-29,4,2,7,1
1353_1,1,Mujer,53,Día laborable,8.8,4.8,0,0,0,0.5,0,11.5,8.8,4,0,0,0,0.5,0,10.8,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,17.6,8.8,5-9,15-19,4,3,5,1
1354_1,2,Varon,53,Día no laborable,0,1,0,0,11,0.5,0,17,0,1,0,0,8.3,0.5,0,14.3,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,2,1-4,0,4,2,1,2
1355_1,2,Varon,53,Día laborable,10.3,1.1,0,0,3.7,0.5,0,10.7,10.3,1.1,0,0,2.6,0.5,0,9.6,Día atípico,50-64,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,20.6,2.2,1-4,20-24,4,2,6,1
1356_1,2,Varon,53,Día laborable,4,6,0,0,1,2.5,0,12,3.8,6,0,0,0.5,2.5,0,11.3,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,7.8,12,10-14,5-9,4,4,3,1
1357_1,1,Mujer,53,Día laborable,10,4.5,0,0,0,0,0,10.5,10,3.8,0,0,0,0,0,10.3,Día atípico,50-64,1,Superior completo,Jefe,Otro,5to quintil,Ocupado,20,8.3,5-9,15-19,4,3,5,1
1358_1,1,Mujer,53,Día no laborable,0,5.2,0.3,0,8.7,0.8,0,14.6,0,5.1,0.1,0,6,0.8,0,12.1,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,10.3,10-14,0,4,4,1,2
1359_1,2,Varon,53,Día laborable,9,0.4,0,0,3,1.5,0,11.6,9,0.4,0,0,2.3,1.5,0,10.8,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,18,0.8,0,15-19,4,1,5,1
1360_1,1,Mujer,53,Día laborable,14,1.8,0,0,1,0,0,8.3,14,1.8,0,0,0.5,0,0,7.8,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,28,3.6,1-4,25-29,4,2,7,1
1361_1,2,Varon,53,Día laborable,9.8,1.6,0,0,0.9,1,4.8,8.4,9.8,1.1,0,0,0.5,1,3.8,8,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,19.6,2.7,1-4,15-19,4,2,5,1
1362_1,2,Varon,53,Día laborable,12.3,0.5,0,0,3,0.5,0,10.2,12.2,0.5,0,0,1.9,0.5,0,9,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,24.5,1,0,20-24,4,1,6,1
1363_1,2,Varon,53,Día laborable,8.9,1,0,0,2.1,1,2.5,9.9,8.9,1,0,0,1.4,1,2.5,9.2,Día atípico,50-64,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,17.8,2,1-4,15-19,4,2,5,1
1364_1,1,Mujer,53,Día laborable,12.8,0.2,0,0,0.5,0.5,1,9.9,12.6,0.2,0,0,0.3,0.5,1,9.5,Día atípico,50-64,3,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,25.4,0.4,0,25-29,4,1,7,1
1365_1,2,Varon,53,Día laborable,12.8,0,0,0,1.8,2,0,7.4,12.8,0,0,0,1.8,2,0,7.4,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,25.6,0,0,25-29,4,1,7,1
1366_1,1,Mujer,53,Día laborable,12.4,1.8,0,0,0,1.7,0,8.1,12.4,1.8,0,0,0,1.7,0,8.1,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,24.8,3.6,1-4,20-24,4,2,6,1
1367_1,1,Mujer,53,Día laborable,11,1.5,0,0,0,4,0,8,10.8,1.5,0,0,0,4,0,7.8,Día atípico,50-64,3,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,21.8,3,1-4,20-24,4,2,6,1
1368_1,1,Mujer,53,Día laborable,11.7,1.7,0,0,0.8,1.2,0,9.7,11.7,1.5,0,0,0.4,1.2,0,9.3,Día atípico,50-64,3,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,23.4,3.2,1-4,20-24,4,2,6,1
1369_1,1,Mujer,53,Día laborable,6.8,3.2,0,0,2.8,1,3.5,9.3,6.8,2.2,0,0,1.9,1,3.5,8.7,Día atípico,50-64,3,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,13.6,5.4,5-9,10-14,4,3,4,1
1370_1,2,Varon,54,Día no laborable,0,7,0,0,2.1,2.5,0,13.4,0,7,0,0,1.6,2.5,0,12.9,Día atípico,50-64,3,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,14,10-14,0,4,4,1,2
1371_1,1,Mujer,54,Día laborable,11.3,1.7,0,0,0,3.8,0,7.3,11.3,1.7,0,0,0,3.8,0,7.3,Día atípico,50-64,3,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,22.6,3.4,1-4,20-24,4,2,6,1
1372_1,2,Varon,54,Día no laborable,0,6,0,0,0,6,0,12,0,6,0,0,0,6,0,12,Día atípico,50-64,1,Secundario completo/Superior incompleto,Hijo/a - Hijastro/a,Otro,5to quintil,Ocupado,0,12,10-14,0,4,4,1,2
1373_1,2,Varon,54,Día laborable,11,0.3,0,0,1.9,0,0,10.9,10.9,0.3,0,0,1.9,0,0,10.8,Día atípico,50-64,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,21.9,0.6,0,20-24,4,1,6,1
1374_1,1,Mujer,54,Día no laborable,0,5.2,0,0,6,3.8,0,10.1,0,5.2,0,0,5.5,3.8,0,9.6,Día atípico,50-64,1,Secundario incompleto,Jefe,Otro,5to quintil,Inactivo,0,10.4,10-14,0,4,4,1,2
1375_1,1,Mujer,54,Día laborable,6,4.3,0,0,0,2,0,12.2,5.8,4.3,0,0,0,2,0,11.9,Día atípico,50-64,4,Secundario incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,11.8,8.6,5-9,10-14,4,3,4,1
1376_1,2,Varon,54,Día laborable,10.8,1,0,0,2.3,0.2,0,12.5,10.6,1,0,0,1.2,0.2,0,11.1,Día atípico,50-64,4,Secundario incompleto,Otro,Otro,5to quintil,Ocupado,21.4,2,1-4,20-24,4,2,6,1
1377_1,1,Mujer,54,Día laborable,8.8,2,0,0,2.1,1.2,0,12.1,8.8,2,0,0,1.1,1.2,0,11.1,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,17.6,4,1-4,15-19,4,2,5,1
1378_1,1,Mujer,54,Día laborable,10.8,1.5,0,0,3.3,0,0,9.5,10.8,1.5,0,0,2.8,0,0,9,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,21.6,3,1-4,20-24,4,2,6,1
1379_1,1,Mujer,54,Día no laborable,0,8,0,0,2.6,4,0,10.8,0,8,0,0,1.9,4,0,10.1,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Desocupado,0,16,15-19,0,4,5,1,2
1380_1,2,Varon,54,Día no laborable,0,1.7,0,0,9.3,2.5,11,10.8,0,1.5,0,0,4.3,2.5,7.2,8.5,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,3.2,1-4,0,4,2,1,2
1381_1,1,Mujer,54,Día laborable,10.4,2.4,0,0,4.3,1,0,8.3,10.4,1.8,0,0,3.2,1,0,7.6,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,20.8,4.2,1-4,20-24,4,2,6,1
1382_1,1,Mujer,54,Día no laborable,0,0.5,24,0,9.3,0.3,1,14.3,0,0.3,13.5,0,3.6,0.1,0.3,6.3,Día atípico,50-64,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,0.8,0,0,4,1,1,2
1383_1,2,Varon,54,Día laborable,10.8,1.8,0,0,1,1.8,0,8.8,10.8,1.8,0,0,1,1.8,0,8.8,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,21.6,3.6,1-4,20-24,4,2,6,1
1384_1,2,Varon,54,Día laborable,17.3,0.3,0,0,0.5,0,0,6.8,17.1,0.3,0,0,0.3,0,0,6.4,Día atípico,50-64,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,34.4,0.6,0,30-45,4,1,8,1
1385_1,1,Mujer,54,Día laborable,8.6,5.5,0,0,3.5,0.2,0,8.3,8.6,3.5,0,0,3.5,0.2,0,8.3,Día atípico,50-64,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,17.2,9,5-9,15-19,4,3,5,1
1386_1,2,Varon,54,Día laborable,7.3,4,0,0,3,2,0.3,7.5,7.3,4,0,0,3,2,0.3,7.5,Día atípico,50-64,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,14.6,8,5-9,10-14,4,3,4,1
1387_1,1,Mujer,54,Día no laborable,0,0.2,2.5,0,9,0,0,16.4,0,0.2,1.1,0,7.2,0,0,15.5,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,0.4,0,0,4,1,1,2
1388_1,2,Varon,54,Día no laborable,0,4.5,0,0,9.5,2,0,11.5,0,3.5,0,0,7.8,2,0,10.8,Día atípico,50-64,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,8,5-9,0,4,3,1,2
1389_1,1,Mujer,54,Día no laborable,0,1.8,0,0,2,4.3,0,15.8,0,1.8,0,0,2,4.3,0,15.8,Día atípico,50-64,4,Superior completo,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,0,3.6,1-4,0,4,2,1,2
1390_1,2,Varon,54,Día no laborable,0,7.9,0,0,0,4.5,0,11.6,0,7.9,0,0,0,4.5,0,11.6,Día atípico,50-64,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,15.8,15-19,0,4,5,1,2
1391_1,2,Varon,54,Día laborable,10.1,0,0,0,3.1,2.8,0,8.8,10.1,0,0,0,2.7,2.8,0,8.5,Día atípico,50-64,3,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,20.2,0,0,20-24,4,1,6,1
1392_1,1,Mujer,54,Día laborable,8.7,1.2,0,2,0,0.3,4.7,7.8,8.7,1.2,0,2,0,0.3,4.4,7.5,Día atípico,50-64,3,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,17.4,2.4,1-4,15-19,4,2,5,1
1393_1,2,Varon,54,Día laborable,13,0.6,0,0,2.7,2.1,0,8.4,13,0.6,0,0,1.4,2.1,0,6.9,Día atípico,50-64,3,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Ocupado,26,1.2,1-4,25-29,4,2,7,1
1394_1,1,Mujer,54,Día laborable,7.1,0.2,0,0,6.5,0,0,13.7,7.1,0.2,0,0,4.8,0,0,12,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,14.2,0.4,0,10-14,4,1,4,1
1395_1,1,Mujer,54,Día no laborable,0,0.6,0,0,4.9,5.5,0,14.9,0,0.6,0,0,4,5.5,0,14,Día atípico,50-64,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,1.2,1-4,0,4,2,1,2
1396_1,2,Varon,54,Día laborable,9,0.5,0,0,0,4,0,10.5,9,0.5,0,0,0,4,0,10.5,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,18,1,0,15-19,4,1,5,1
1397_1,2,Varon,54,Día laborable,0.5,6,0,3.6,3.6,0,6.8,7.8,0.5,5,0,3.6,2.5,0,5.2,7.2,Día atípico,50-64,1,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,1,11,10-14,0,4,4,1,1
1398_1,2,Varon,54,Día laborable,10.9,1,0,0,0,1.4,0,10.7,10.9,1,0,0,0,1.4,0,10.7,Día atípico,50-64,3,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,21.8,2,1-4,20-24,4,2,6,1
1399_1,2,Varon,54,Día laborable,9.3,1.8,0,0,2.5,0.5,0,12,9.3,1.8,0,0,1.5,0.5,0,11,Día atípico,50-64,3,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,18.6,3.6,1-4,15-19,4,2,5,1
1400_1,1,Mujer,54,Día no laborable,0,0,0,0,6.5,5,0,12.5,0,0,0,0,6.5,5,0,12.5,Día atípico,50-64,1,Superior completo,Otro,Otro,5to quintil,Ocupado,0,0,0,0,4,1,1,2
1401_1,1,Mujer,54,Día no laborable,1.5,3.3,0,0,2,4,0,13.3,1.5,3.3,0,0,2,4,0,13.3,Día atípico,50-64,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,3,6.6,5-9,1-4,4,3,2,2
1402_1,2,Varon,55,Día no laborable,0,2.8,0,0,9.5,1.5,0,14.3,0,2.8,0,0,7.5,1.5,0,12.3,Día atípico,50-64,4,Superior completo,Jefe,Otro,5to quintil,Ocupado,0,5.6,5-9,0,4,3,1,2
1403_1,2,Varon,55,Día laborable,5,0.7,0,0,3,3.3,0,12.6,5,0.7,0,0,2.8,3.3,0,12.3,Día atípico,50-64,4,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,10,1.4,1-4,5-9,4,2,3,1
1404_1,2,Varon,55,Día no laborable,0,11.8,0,0,3.5,2,0,9,0,11.8,0,0,2.4,2,0,7.9,Día atípico,50-64,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,23.6,20-24,0,4,6,1,2
1405_1,2,Varon,55,Día laborable,13,2.2,0,0,0,2.5,0,6.3,13,2.2,0,0,0,2.5,0,6.3,Día atípico,50-64,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,26,4.4,1-4,25-29,4,2,7,1
1406_1,1,Mujer,55,Día laborable,4.8,0.6,3.7,0,3.7,1,0,16.8,4.8,0.6,1.4,0,1.4,1,0,14.9,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,9.6,1.2,1-4,5-9,4,2,3,1
1407_1,1,Mujer,55,Día laborable,6.3,2.8,0,0,5.5,1.5,0,10.9,6.3,1.8,0,0,4,1.5,0,10.4,Día atípico,50-64,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,12.6,4.6,1-4,10-14,4,2,4,1
1408_1,1,Mujer,55,Día laborable,9.7,0.8,0,0,0,4.7,0,8.8,9.7,0.8,0,0,0,4.7,0,8.8,Día atípico,50-64,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,19.4,1.6,1-4,15-19,4,2,5,1
1409_1,1,Mujer,55,Día laborable,7.8,1.2,0,0,1.3,1.5,0,13.3,7.8,1.2,0,0,0.8,1.5,0,12.8,Día atípico,50-64,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo incompleto,5to quintil,Ocupado,15.6,2.4,1-4,15-19,4,2,5,1
1410_1,1,Mujer,55,Día laborable,11.5,1.2,0,0,1.6,1.4,0,9.9,11.5,1.2,0,0,0.8,1.4,0,9.1,Día atípico,50-64,4,Secundario incompleto,Conyugue o pareja,Otro,5to quintil,Ocupado,23,2.4,1-4,20-24,4,2,6,1
1411_1,2,Varon,55,Día laborable,6.5,3.7,1.5,0,0,2.8,0,9.5,6.5,3.7,1.5,0,0,2.8,0,9.5,Día atípico,50-64,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,13,7.4,5-9,10-14,4,3,4,1
