hogar,codigo_sexo,sexo,edad,dia_laborable,trabajo_pago,trabajo_domestico_no_pago,voluntariados,estudio_educacion,recreacion,aplicaciones,tareas_cuidados,cuidado_personal,trabajo_pago2,trabajo_domestico_no_pago2,voluntariados2,estudio_educacion2,recreacion2,aplicaciones2,tareas_cuidados2,cuidado_personal2,dia_tipico,rango_etario,Codigo_nivel_educativo,nivel_educativo,relacion_parentesco_jefe,tipo_hogar,quintil_ingreso,estado_ocupacional,total_trabajopago,total_trabajonopago,intervalo_horasnopagas,intervalo_horaspagas,rango_etario_codigo,intervalo_horasnopagas_codigo,intervalo_horaspagas_codigo,dia_laborable_codigo
1994_1,1,Mujer,72,Día no laborable,0,0.5,0,0,10,1.3,0,13.4,0,0.5,0,0,9.4,1.3,0,12.8,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,1,0,0,5,1,1,2
1995_1,2,Varon,72,Día no laborable,0,0.5,0,0,8,4,0,16.5,0,0.5,0,0,6,3.5,0,14,Día atípico,65+,3,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,1,0,0,5,1,1,2
1996_1,1,Mujer,72,Día no laborable,0,4.3,0,0,2.2,5,0,14.7,0,4.3,0,0,1.1,5,0,13.6,Día atípico,65+,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,8.6,5-9,0,5,3,1,2
1997_1,2,Varon,72,Día no laborable,0,0,0,0,0,10.7,0,13.3,0,0,0,0,0,10.7,0,13.3,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,0,0,0,5,1,1,2
1998_1,1,Mujer,72,Día no laborable,0,2.3,0,0,7,2.5,0,19.2,0,2.3,0,0,3.5,2.5,0,15.7,Día atípico,65+,4,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,4.6,1-4,0,5,2,1,2
1999_1,2,Varon,72,Día laborable,5.1,3.5,0,0,3,1,0,12.4,5.1,3.3,0,0,2.5,1,0,12.2,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,10.2,6.8,5-9,10-14,5,3,4,1
2000_1,1,Mujer,72,Día laborable,9.5,1.7,0,0,1.3,2.5,0,11.3,9,1.7,0,0,0.7,2.5,0,10.2,Día atípico,65+,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,18.5,3.4,1-4,15-19,5,2,5,1
2001_1,1,Mujer,72,Día no laborable,0,0.2,0,0,8.7,3.8,0,15.1,0,0.2,0,0,6.9,3.8,0,13.3,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,0.4,0,0,5,1,1,2
2002_1,1,Mujer,72,Día no laborable,0,7.3,0,0,0,6.5,0,11.3,0,6.3,0,0,0,6.5,0,11.3,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,13.6,10-14,0,5,4,1,2
2003_1,2,Varon,72,Día laborable,3.5,5,0,0,2,1,2,12.5,3.5,5,0,0,1,1,2,11.5,Día atípico,65+,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,7,10,5-9,5-9,5,3,3,1
2004_1,1,Mujer,72,Día no laborable,1,7,0,0,1.7,4.3,0,11.7,1,7,0,0,0.8,4.3,0,10.8,Día atípico,65+,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,2,14,10-14,1-4,5,4,2,2
2005_1,1,Mujer,72,Día no laborable,0.5,5.2,0,0,11.3,1,0,12.1,0.5,5,0,0,5.9,1,0,11.6,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,1,10.2,10-14,0,5,4,1,2
2006_1,2,Varon,72,Día no laborable,0,3,0,0,9.7,3.2,0,10.7,0,3,0,0,7.4,3.2,0,10.4,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,6,5-9,0,5,3,1,2
2007_1,1,Mujer,72,Día no laborable,0,2.3,16,0,2.7,2,0,11.7,0,1.2,11.5,0,0.9,1,0,9.4,Día atípico,65+,4,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,3.5,1-4,0,5,2,1,2
2008_1,1,Mujer,72,Día no laborable,0,11.5,0,0,0,1.6,0,11.4,0,11.3,0,0,0,1.6,0,11.2,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,22.8,20-24,0,5,6,1,2
2009_1,2,Varon,72,Día laborable,5.8,1.5,0,0,3.1,4.8,0,9.6,5.8,1.4,0,0,2.8,4.8,0,9.3,Día atípico,65+,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,11.6,2.9,1-4,10-14,5,2,4,1
2010_1,2,Varon,72,Día no laborable,0,3,4.3,0,5.6,2.8,0,10.9,0,3,4.3,0,4.3,2.8,0,9.7,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,6,5-9,0,5,3,1,2
2011_1,2,Varon,72,Día laborable,9,0.7,0,2,0,1.5,0,11.3,8.8,0.7,0,2,0,1.5,0,11.1,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,17.8,1.4,1-4,15-19,5,2,5,1
2012_1,2,Varon,72,Día no laborable,0,0.2,0,0,4.3,6.7,0,14.9,0,0.2,0,0,3.3,6.7,0,13.9,Día atípico,65+,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,0.4,0,0,5,1,1,2
2013_1,1,Mujer,72,Día no laborable,0,0.5,0,0,7,5.5,0,13,0,0.5,0,0,6,5.5,0,12,Día atípico,65+,3,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,1,0,0,5,1,1,2
2014_1,1,Mujer,73,Día no laborable,0,1.7,8.5,0,0,4.3,0,11.5,0,0.9,7.5,0,0,4.3,0,11.3,Día atípico,65+,3,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,2.6,1-4,0,5,2,1,2
2015_1,1,Mujer,73,Día no laborable,0,6.4,0,0,4.2,3.7,0,10.3,0,6.4,0,0,3.9,3.7,0,10,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,12.8,10-14,0,5,4,1,2
2016_1,1,Mujer,73,Día no laborable,0,3.5,0,0,6.8,4.2,0,12.3,0,3.3,0,0,5.4,3.9,0,11.4,Día atípico,65+,3,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,6.8,5-9,0,5,3,1,2
2017_1,1,Mujer,73,Día no laborable,0,4.3,0,0,2.5,4.8,0,14.5,0,4.3,0,0,1.5,4.8,0,13.5,Día atípico,65+,3,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,8.6,5-9,0,5,3,1,2
2018_1,1,Mujer,73,Día no laborable,0,4.5,0,0,11,0,0,12,0,3.5,0,0,9.3,0,0,11.3,Día atípico,65+,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,8,5-9,0,5,3,1,2
2019_1,2,Varon,73,Día no laborable,0,3.5,0,0,3,1.5,0,16.5,0,3.5,0,0,3,1.3,0,16.3,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,7,5-9,0,5,3,1,2
2020_1,1,Mujer,73,Día no laborable,0,3.5,0,0,5,2,0,13.5,0,3.5,0,0,5,2,0,13.5,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,7,5-9,0,5,3,1,2
2021_1,1,Mujer,73,Día no laborable,0,2,0,0,1.3,9.8,0,12.3,0,2,0,0,0.6,9.8,0,11.6,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,4,1-4,0,5,2,1,2
2022_1,2,Varon,73,Día no laborable,0,5.3,0,0,8.8,2.2,0,11.2,0,5.3,0,0,7.1,2.2,0,9.5,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,10.6,10-14,0,5,4,1,2
2023_1,2,Varon,73,Día laborable,9.2,0.5,0,0,4.3,0,0,12,9.2,0.5,0,0,3.3,0,0,11,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,18.4,1,0,15-19,5,1,5,1
2024_1,1,Mujer,73,Día no laborable,0,1.5,0,0,0,10,0,12.5,0,1.5,0,0,0,10,0,12.5,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,3,1-4,0,5,2,1,2
2025_1,2,Varon,73,Día no laborable,1.5,4.3,0,0,3.5,6,0,11.3,0.8,3.5,0,0,3.5,5.5,0,10.8,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,2.3,7.8,5-9,1-4,5,3,2,2
2026_1,1,Mujer,73,Día no laborable,0,1.5,0,0,13.5,2.5,0,6.5,0,1.5,0,0,13.5,2.5,0,6.5,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,3,1-4,0,5,2,1,2
2027_1,1,Mujer,73,Día no laborable,3.3,5,2,0,1.7,1.8,0,13.3,2.6,4.1,1.8,0,0.9,1.8,0,12.8,Día atípico,65+,4,Superior completo,Jefe,Otro,5to quintil,Inactivo,5.9,9.1,5-9,5-9,5,3,3,2
2028_1,1,Mujer,73,Día laborable,7.3,4.8,0,0,1.2,1.3,0,10.5,7.3,4,0,0,0.9,1.3,0,10.5,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,14.6,8.8,5-9,10-14,5,3,4,1
2029_1,1,Mujer,73,Día laborable,6.5,5.8,0,0,1.5,2,3.5,5.8,6.5,5.6,0,0,1.5,2,3.5,4.9,Día atípico,65+,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,13,11.4,10-14,10-14,5,4,4,1
2030_1,1,Mujer,73,Día no laborable,0,2.5,0,5.5,0,0.5,0,15.5,0,2.5,0,5.5,0,0.5,0,15.5,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,5,1-4,0,5,2,1,2
2031_1,2,Varon,73,Día laborable,9,0.5,0,0,0,1.5,0,13.5,8.8,0.5,0,0,0,1.5,0,13.3,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,17.8,1,0,15-19,5,1,5,1
2032_1,2,Varon,73,Día no laborable,0,5.5,0,0,1.5,7.5,0,11,0,5.5,0,0,0.8,7.5,0,10.3,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Otro,5to quintil,Inactivo,0,11,10-14,0,5,4,1,2
2033_1,1,Mujer,73,Día no laborable,0,4.8,0,0,0,0.5,0,18.7,0,4.8,0,0,0,0.5,0,18.7,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,9.6,5-9,0,5,3,1,2
2034_1,1,Mujer,74,Día no laborable,0,2.3,0,4,4.5,1.3,0,13.3,0,2.3,0,3.9,4,1.3,0,12.6,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,4.6,1-4,0,5,2,1,2
2035_1,1,Mujer,74,Día no laborable,0,7.7,0,0,2.5,3.9,0,9.9,0,7.7,0,0,2.5,3.9,0,9.9,Día atípico,65+,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,15.4,15-19,0,5,5,1,2
2036_1,1,Mujer,74,Día no laborable,0,6.5,0,0,6.5,3,0,11.5,0,5,0,0,5.5,3,0,10.5,Día atípico,65+,4,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,11.5,10-14,0,5,4,1,2
2037_1,2,Varon,74,Día laborable,10.8,0.6,0,0,0,1.5,0,11.2,10.8,0.6,0,0,0,1.5,0,11.2,Día atípico,65+,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,21.6,1.2,1-4,20-24,5,2,6,1
2038_1,2,Varon,74,Día no laborable,0,0.1,13.5,0,14.5,2.5,0,9.4,0,0.1,6.3,0,8.1,2.5,0,7.1,Día atípico,65+,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,0.2,0,0,5,1,1,2
2039_1,1,Mujer,74,Día no laborable,0,5.3,0.8,0,0,4.2,0,14.2,0,5.1,0.8,0,0,4.2,0,13.9,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,10.4,10-14,0,5,4,1,2
2040_1,2,Varon,74,Día no laborable,0,1.2,0,0,4.7,2,3.2,17.7,0,1.2,0,0,2.3,2,3.2,15.3,Día atípico,65+,4,Secundario incompleto,Otro,Otro,5to quintil,Inactivo,0,2.4,1-4,0,5,2,1,2
2041_1,2,Varon,74,Día no laborable,0,4.8,0,0,3.5,5,0,14.3,0,4.3,0,0,1.8,5,0,13,Día atípico,65+,4,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,9.1,5-9,0,5,3,1,2
2042_1,1,Mujer,74,Día no laborable,0,0.5,8,0,0,2.5,0,13.5,0,0.5,7.8,0,0,2.5,0,13.3,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,1,0,0,5,1,1,2
2043_1,1,Mujer,74,Día no laborable,0,4.3,0,0,1,2.8,0,16.8,0,4.3,0,0,0.5,2.8,0,16.3,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,8.6,5-9,0,5,3,1,2
2044_1,2,Varon,74,Día no laborable,0,2.5,0,0,13.3,0,0,14.4,0,1.5,0,0,10.2,0,0,12.4,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,4,1-4,0,5,2,1,2
2045_1,1,Mujer,74,Día no laborable,0,2.8,0,0,1.3,2,0,19.3,0,2.8,0,0,0.6,2,0,18.6,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,5.6,5-9,0,5,3,1,2
2046_1,2,Varon,74,Día no laborable,0,6.5,0,0,6,0,0,12.5,0,6.5,0,0,5.5,0,0,12,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,13,10-14,0,5,4,1,2
2047_1,2,Varon,74,Día no laborable,0,5,0,0,1,5,0,14,0,5,0,0,0.5,5,0,13.5,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,10,5-9,0,5,3,1,2
2048_1,1,Mujer,74,Día no laborable,0,6.5,0,0,6,0,0,12.5,0,6.5,0,0,5.5,0,0,12,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,13,10-14,0,5,4,1,2
2049_1,1,Mujer,74,Día no laborable,0,6.7,3,0,0,2,0,12.3,0,6.7,3,0,0,2,0,12.3,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,13.4,10-14,0,5,4,1,2
2050_1,1,Mujer,74,Día no laborable,0,5.9,0,2.1,2.9,3,5.9,12,0,3.7,0,2.1,1.9,3,2.7,10.7,Día atípico,65+,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,9.6,5-9,0,5,3,1,2
2051_1,1,Mujer,74,Día no laborable,0,4.5,0,0,5.3,5.5,0,11,0,4.5,0,0,4.1,5.5,0,9.9,Día atípico,65+,1,Superior completo,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,9,5-9,0,5,3,1,2
2052_1,1,Mujer,74,Día no laborable,0,5.8,0,0,0,3.6,0,14.7,0,5.8,0,0,0,3.6,0,14.7,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,0,11.6,10-14,0,5,4,1,2
2053_1,1,Mujer,74,Día laborable,1,2.7,0,0,0,3,0,17.3,1,2.7,0,0,0,3,0,17.3,Día atípico,65+,1,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,2,5.4,5-9,1-4,5,3,2,1
2054_1,2,Varon,74,Día no laborable,0,4.3,0,0,5.8,4.3,0,10.9,0,4.3,0,0,5.1,4.3,0,10.3,Día atípico,65+,3,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,8.6,5-9,0,5,3,1,2
2055_1,1,Mujer,74,Día no laborable,0,4.5,0,0,3.5,7.3,0,12.2,0,4.5,0,0,1.8,7.3,0,10.4,Día atípico,65+,1,Superior completo,Jefe,Otro,5to quintil,Ocupado,0,9,5-9,0,5,3,1,2
2056_1,2,Varon,74,Día laborable,1.5,2.3,0,0,6.5,3,0,14.5,1.5,2.3,0,0,4.6,3,0,12.6,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,3,4.6,1-4,1-4,5,2,2,1
2057_1,1,Mujer,74,Día laborable,2.5,1.5,6,0,5.5,4,0,12.5,2.3,1.5,3.1,0,2.6,3.5,0,11.1,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Ocupado,4.8,3,1-4,1-4,5,2,2,1
2058_1,2,Varon,74,Día laborable,1,6.1,0,0,3,3.2,0,10.8,1,6.1,0,0,3,3.2,0,10.8,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,2,12.2,10-14,1-4,5,4,2,1
2059_1,2,Varon,74,Día laborable,8.3,1,0,0,1.4,2.8,0,11.9,8.3,1,0,0,0.7,2.8,0,11.2,Día atípico,65+,4,Superior completo,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,16.6,2,1-4,15-19,5,2,5,1
2060_1,1,Mujer,74,Día no laborable,0,4,0,4.5,1,1.5,0,14,0,4,0,4.5,0.5,1.5,0,13.5,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,8,5-9,0,5,3,1,2
2061_1,1,Mujer,75,Día no laborable,0,3.7,5.5,0,0.5,6.3,0,8.8,0,3.4,5.5,0,0.3,6.2,0,8.7,Día atípico,65+,1,Secundario incompleto,Otro,Otro,5to quintil,Inactivo,0,7.1,5-9,0,5,3,1,2
2062_1,2,Varon,75,Día no laborable,0,7.5,2.5,0,1,3.5,0,11.5,0,7,2.5,0,0.5,3.5,0,10.5,Día atípico,65+,4,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,14.5,10-14,0,5,4,1,2
2063_1,2,Varon,75,Día no laborable,0,2.5,3,0,4,4.7,0,10.5,0,2.5,3,0,3.7,4.7,0,10.2,Día atípico,65+,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,5,1-4,0,5,2,1,2
2064_1,2,Varon,75,Día no laborable,0,5.8,0,0,0.3,4,0,14,0,5.8,0,0,0.3,4,0,14,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,11.6,10-14,0,5,4,1,2
2065_1,1,Mujer,75,Día no laborable,0,3.8,0,0,5.5,2.5,0,12.3,0,3.8,0,0,5.5,2.5,0,12.3,Día atípico,65+,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,7.6,5-9,0,5,3,1,2
2066_1,2,Varon,75,Día no laborable,0,1.3,0,0,2.8,6.4,0,14.8,0,1.3,0,0,2.1,6.4,0,14.2,Día atípico,65+,4,Secundario incompleto,Jefe,Otro,5to quintil,Inactivo,0,2.6,1-4,0,5,2,1,2
2067_1,1,Mujer,75,Día no laborable,0,8.6,0,0,2.7,2.4,0,11.5,0,8.5,0,0,2.2,2.4,0,10.9,Día atípico,65+,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,17.1,15-19,0,5,5,1,2
2068_1,1,Mujer,75,Día no laborable,0,4,0,0,11.5,0,0,16,0,2,0,0,7.8,0,0,14.3,Día atípico,65+,4,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,6,5-9,0,5,3,1,2
2069_1,2,Varon,75,Día no laborable,0,4.3,0,0,12.7,2.5,0,11.8,0,2.2,0,0,9,2.5,0,10.3,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,6.5,5-9,0,5,3,1,2
2070_1,1,Mujer,75,Día laborable,6.6,4.1,0,0,0,4.9,0,9.4,6.1,4,0,0,0,4.9,0,9.1,Día atípico,65+,3,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,12.7,8.1,5-9,10-14,5,3,4,1
2071_1,1,Mujer,75,Día no laborable,0,4.3,0.5,0,3,5,0,11.3,0,4.3,0.5,0,3,5,0,11.3,Día atípico,65+,1,Secundario incompleto,Jefe,Otro,5to quintil,Inactivo,0,8.6,5-9,0,5,3,1,2
2072_1,2,Varon,75,Día no laborable,0,3.5,5.5,0,6.5,1.5,0,14,0,3.3,2.8,0,3.3,1.5,0,13.3,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,6.8,5-9,0,5,3,1,2
2073_1,1,Mujer,75,Día no laborable,0,2.5,0,0,6,5.3,0,15.3,0,2.5,0,0,3.5,5.3,0,12.7,Día atípico,65+,1,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Ocupado,0,5,1-4,0,5,2,1,2
2074_1,2,Varon,75,Día no laborable,0,2.9,4.8,0,0,5.3,0,11,0,2.9,4.8,0,0,5.3,0,11,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,5.8,5-9,0,5,3,1,2
2075_1,2,Varon,75,Día laborable,7.1,2.2,0,0,3.8,1.5,0,10.3,7.1,2,0,0,3.3,1.5,0,10.1,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,14.2,4.2,1-4,10-14,5,2,4,1
2076_1,1,Mujer,75,Día no laborable,0,3.3,0,0,5.7,4.2,0,11.8,0,3.3,0,0,5.2,4.2,0,11.3,Día atípico,65+,1,Secundario completo/Superior incompleto,Otro,Otro,5to quintil,Inactivo,0,6.6,5-9,0,5,3,1,2
2077_1,1,Mujer,75,Día no laborable,0,4,0,0,3.5,0,0,20.5,0,3,0,0,2.3,0,0,18.7,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,7,5-9,0,5,3,1,2
2078_1,1,Mujer,75,Día no laborable,0,4.3,0,0,2.3,7.5,0,11.2,0,4.3,0,0,1.7,7.5,0,10.5,Día atípico,65+,1,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,8.6,5-9,0,5,3,1,2
2079_1,1,Mujer,75,Día no laborable,0,4.6,6.5,0,0,2.5,0,10.7,0,4.5,6.5,0,0,2.5,0,10.6,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,9.1,5-9,0,5,3,1,2
2080_1,1,Mujer,75,Día no laborable,0,2.5,0,0,0,4,0,17.5,0,2.5,0,0,0,4,0,17.5,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,5,1-4,0,5,2,1,2
2081_1,2,Varon,75,Día no laborable,0,0,13,0,2,0,0,9,0,0,13,0,2,0,0,9,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Ocupado,0,0,0,0,5,1,1,2
2082_1,2,Varon,75,Día no laborable,0,1.7,0,0,4.3,9.6,0,11,0,1.7,0,0,3,9.6,0,9.8,Día atípico,65+,1,Superior completo,Jefe,Otro,5to quintil,Ocupado,0,3.4,1-4,0,5,2,1,2
2083_1,1,Mujer,75,Día no laborable,0,12.3,0,0,5.5,0.5,0,10.8,0,12.3,0,0,3,0.5,0,8.3,Día atípico,65+,4,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,24.6,20-24,0,5,6,1,2
2084_1,1,Mujer,75,Día no laborable,0,2.7,0,1,1.2,6.5,0,12.7,0,2.7,0,1,1.2,6.5,0,12.7,Día atípico,65+,4,Superior completo,Jefe,Unipersonal,5to quintil,Inactivo,0,5.4,5-9,0,5,3,1,2
2085_1,2,Varon,75,Día laborable,0,1,4,0,3,6.5,0,9.5,0,1,4,0,3,6.5,0,9.5,Día atípico,65+,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,0,2,1-4,0,5,2,1,1
2086_1,1,Mujer,76,Día no laborable,0,4.5,0,0,7,1.5,0,14.3,0,3.7,0,0,5.5,1.5,0,13.4,Día atípico,65+,4,Secundario incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,8.2,5-9,0,5,3,1,2
2087_1,2,Varon,76,Día no laborable,0,1.6,0,0,2.5,11,0,8.9,0,1.6,0,0,2.5,11,0,8.9,Día atípico,65+,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,3.2,1-4,0,5,2,1,2
2088_1,2,Varon,76,Día no laborable,0,1.8,0,0,3.4,11.2,0,9.8,0,1.6,0,0,2.3,11.2,0,9,Día atípico,65+,1,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,3.4,1-4,0,5,2,1,2
2089_1,2,Varon,76,Día laborable,9.1,0.8,0,0,2.5,1.3,0,11.3,9.1,0.8,0,0,2,1.3,0,10.8,Día atípico,65+,4,Secundario incompleto,Jefe,Unipersonal,5to quintil,Ocupado,18.2,1.6,1-4,15-19,5,2,5,1
2090_1,1,Mujer,76,Día no laborable,0,7.5,0,1.7,0,2,0,14.3,0,6.3,0,1.7,0,1.8,0,14.3,Día atípico,65+,1,Secundario incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,13.8,10-14,0,5,4,1,2
2091_1,1,Mujer,76,Día no laborable,0,5,0,0,4.8,4,0,12,0,5,0,0,3.9,4,0,11.1,Día atípico,65+,3,Secundario completo/Superior incompleto,Conyugue o pareja,Nuclear con nucleo completo,5to quintil,Inactivo,0,10,5-9,0,5,3,1,2
2092_1,1,Mujer,76,Día no laborable,0,7.3,0,0,3,2,0,12.7,0,6.8,0,0,2.5,2,0,12.7,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,14.1,10-14,0,5,4,1,2
2093_1,1,Mujer,76,Día no laborable,0,4.7,0,0,0,1.8,0,17.5,0,4.7,0,0,0,1.8,0,17.5,Día atípico,65+,3,Secundario completo/Superior incompleto,Jefe,Unipersonal,5to quintil,Inactivo,0,9.4,5-9,0,5,3,1,2
2094_1,2,Varon,76,Día no laborable,0,1,0,0,4,5,0,15,0,1,0,0,3.5,5,0,14.5,Día atípico,65+,3,Secundario incompleto,Jefe,Nuclear con nucleo completo,5to quintil,Inactivo,0,2,1-4,0,5,2,1,2
